연도,수집구간,제목,내용,날짜,링크
2022,2022.01.01. ~ 2022.12.31.,질문질문좀할게요,프라더윌리증후군 으로 보행불편한대요 지체장애 로판정받고휠체어 처방가능한가요?,작성일2022.08.04,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=425347779&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문장애인독립,뇌경색으로 휠체어생활을하는환자입니다 요양원이나병원생활이 이젠넘힘드네여 그래서이젠독립을좀하고십은데 생활비는지원이되니까요 어디갈곳좀없을까요 왠만한생활은혼자가능합니다 조언좀부탁드려요,작성일2022.08.04,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=425304861&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문장애인 분들의 (물리적) 불편함이 궁금합니다.,"전 장애인들을 위한 기술을 개발하는 공학자가 되고 싶은데요, 실질적으로 그분들의 생활에 어떤 물리적 어려움, 제약이 있는지를 물어볼 데가 없습니다. 예를 들어 거동이 불편하신 분이라면 휠체어를 사용할 때의 불편함, 시각장애인 분이라면 안내견과 동행할때의 불편함이라든지, 어떤 점이 개선되면 좋겠다.. 이런 부분이 있을까요? 실제로 장애를 가진 분께서 답변을 해주시면 너무나 감사할 것 같습니다. 혹은 보호자 분이나, 주변에서 장애인 분들을 보니 이런 점이 불편할 것 같았다! 라고 생각하신 분도 좋구요 답변해주신다면 큰 도움이 될 것 같습니다!!",작성일2022.08.04,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110412&docId=425299433&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문기초생활수급자 장애인차량 구매,"안녕하세요 기초생활수급자입니다. 뇌병변장애1급인 아이와 저랑 공동명의 차량이 있어요. 현재 퍼지기 직전이구요. 수리비가 더 많이 나오는것 같아 차량을 바꾸려고 합니다. 찾아보니 2000cc 에 10년 이상 아님 휠체어 탑승가능한 특장차?? 2500cc면 된다는데 구매 한도 금액이 정확하게 없네요, 500만원 이하라고 하던데 특장차는 가격대가 비싸고... 저도 얼마전에 허리디스크 파열로 핀 두개 박고 수술했구요 아이가 중3인데요 아이가 커니 휠체어도 커고 휴대용 전동휠체어라서 무게도 무겁고 LPG차량은 휠체어가 안들어가고 혹시 정확히 아시는분은 제발 알려주세요. 부탁드립니다",작성일2022.08.03,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=425261599&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문1가구3주택자 양도세,저희 어머니인 이순희 여사가 2021 년 4 월 13 일 코로나 백신 1 차 접종 후 극심한 두통으로 쓰러지신 후 119 구급차를 이용하여 동년 4 월 19 일 시화병원 응급실을 내원하여 경추척수증 진단을 받고 동월 26 일 부천 순천향대학병원으로 전원하여 4 월 29 일 경추신경감압술을 시행하고 재활치료를 받던중 지속적인 약물치료 및 재활치료를 위하여 7 월 20 일 퇴원하여 안산 경희재활요양병원으로 전원하여 재활치료를 계속 받았습니다 . 전원 후 부천 순천향 병원으로 정기 외래진료를 받기 위하여 아들인 신윤철의 자차 를 이용하였으며 이 과정에서 어머니의 거동이 불가하여 휠체어를 이용하여야 하는데 해당 차량은 장애인 이용 등록이 되지 않은 차량이라 장애인 주차구획을 이용 하지 못하고 일반 주차면을 이용하여야 하여 이동에 많은 어려움을 겪었습니다 . 위와 같이 재활치료하는 과정에서 상태가 호전되어 10 월 8 일 퇴원을 하게 되었으며 재택 치료과정에서 어머니가 집에서 쓰러지신 후 상태가 다시 안좋아지셔서 2022 년 2 월 4 일 부천 순천향대학병원에 재입원을 하였으며 치료 후 3 월 21 일 퇴원하여 다시 안산 경희재활병원으로 전원하여 현재까지 요양 및 재활 치료를 받고 있습니다 . 부천 순천향 대학병원으로 정기 외래진료시 휠체어 이용 등의 이유로 일반 주차면 이용시 이동이 불편하고 어려워 장애인 주차구휙을 이용하고자 장애인 차량등록을 하기 위해 발병 6 개월 후인 2022 년 1 월 25 일 장애인 등급 신청을 하게 되었고 2022 년 2 월 25 일에 장애정도 결정서가 발급 되어 경희재활요양병원에서 부천 순천향 대학병원으로 외래 진료를 받고자 신윤철의 자차에 장애인 이용 차량으로 등록을 거모동 동사무소에 문의 한 결과 장애인 차량으로 등록하기 위해서는 어머니가 자녀와 같은 주소지에 등록이 되어있어야 한다고 하여 어머니를 3 월 10 일 거모동 동보 아파트 1 동 306 호에서 시흥시 능곡동 엘드수목토 아파트 1007 동 202 호로 전입하게 되었습니다 . 어머니 전입으로 인하여 1 가구 3 주택 된다는 것을 인지하였다면 전입신고를 심사숙고 하였을텐대 어머니 외래진료를 위하여 병원에 모시고 다녀야 하는 일을 장남인 제가 해야 되기 때문에 간병 및 치료를 위하여 전후 사정을 따져 보지 못하고 어머니를 본인의 소유인 능곡동 엘드수목토 아파트 1007 동 202 호로 전입하게 되었습니다 . 위와같은 사유로 의도치 않게 1가구 3주택이 되어 병원비 충당을 위하여 7월14일날 어머님 집을 매매하게 되었습니다. 이럴 경우 어떻게 되는지 알고싶습니다 세무서에 신고하러 갔더니 어머니가 전입하게된 경위에 대하여 소명서를 제출하라하여 상기와 같은내용으로 소명서를 제출하였고 관련 서류도 아래와 같이 첨부 하였습니다 1. 입퇴원 확인서 및 통원확인서 2. 장애장도 위탁 심사결과 안내서 3. 응급센터 임상기록지 및 의무기록 사본 4. 장애인차량 등록증 및 자동차 등록증 사본 이렇게 하면 구제 받을수 있을까요? 아니면 비용이 발생하더라도도 세무사 사무소에 의뢰를 하는게 맞을까요? 답변 부탁드립니다.,작성일2022.08.02,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40305&docId=425136035&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문비장애인과 일반인 어느걸 써야하나요?,"지적장애2급 입니다. 다름이 아니라, 비장애인과 일반인 대해 궁금한 게 있습니다. 유튜브나 버스같은 데 보면은 비장애인이나 일반인을 나눠서 유튜브는 비장애인 쓰라고 그러고, 저상버스에서는 휠체어 승객 하차벨 쪽에 보면 일반인 이라 적혀있는데 그 둘의 차이점을 모르겠습니다. 비장애인으로 써야하는지.. 일반인이라 써야하는지를요.",작성일2022.07.29,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11080102&docId=424875245&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문실업급여조건에 자진퇴사일때,서서일하는직업입니다 류마티스진단을받았고 추가검사중 발목인대가 끊어진지오래되어 인공인대수술을앞두고있는데요 수술후3개월은 깁스를해야하고 한달은휠체어를 타야한다고 하시는데 이런자진퇴사의경우 실업급여조건에해당될까요,작성일2022.07.29,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=424865462&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문장애등급 받으면 좋은 점이 구체적으로 어떤 것들이 있나요?,"할머니가 고관절 인공관절 수술 후에 8~9개월이 지났는데 전혀 거동이 불가능해서 휠체어에 앉혀드려서 화장실도 겨우 다니십니다 그동안은 엄마가 할머니를 모셨는데 이제 할머니를 요양병원에 모시려고 하는데요 할머니가 장애등급을 받으면 어떤 혜택이 있는지 궁금합니다 할머니가 시골에 계셔서 장애등급을 받을려고 다시 먼 병원에 가시게 되면 여러모로 쉽지가 않은 상황인데요 장애등급을 받았을 때 어떤 혜택을 볼 수 있는지를 먼저 알아보고 싶어서 질문 남깁니다 검색해봐도 내용이 복잡하고, 무슨 얘긴지 잘 이해를 못하겠어요... 혹시 주변에 장애등급 받고 요양병원에 입원하신 분이 계시다면 현실적으로 어떤 도움이 있는지 좀 알려주시면 감사드리겠습니다",작성일2022.07.27,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=424739138&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문지체장애 1급 취업,"안녕하세요. 현재 사회복지전공으로 대학을 다니고 있는 지체장애(1급)인입니다. 장애는 다리때문에 받게 되었구요.. (휠체어를 타고다님, 걷지 못함, 상체부분은 움직임 가능) (질문) 다름이 아니라 지체장애 1급을 판정받은 분들은 사회복지 관련 직업으로 무엇을 하고 계신지가 궁금합니다. 저는 사회복지학에 관심을 가져 이쪽에 전공하게 되었지만, 취업과 관련해서는 저와 비슷한 처지의 선배가 없다보니 아는게 거의 없습니다..ㅠㅠ 당사자가 아니라 주변 분 이야기라도 괜찮으니 조언 부탁드립니다.",작성일2022.07.26,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=406&docId=424688888&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문요양병원에 입원할 때 장애등급이나 요양등급이 있으면 좋은 점이 있나요?,할머니께서 작년에 넘어지셔서 고관절 인공관절 수술하셨는데요 지금 8~9개월 정도 됐는데 전혀 거동을 못하시고 누워만 계시는 상태에요 엄마가 집에서 간호 중인데 할머니가 기저귀에 대소변을 안볼려고 하셔서 엄마가 겨우 끌어안아서 휠체어에 앉혀서 화장실까지 모시고 가고 하는 상태에요 근데 이제 할머니를 요양병원에 모시려고 하는데요 주위에서 하는 말로는 요양병원에 들어가기 전에 장애등급을 받고 들어가라고 합니다 한번 요양병원에 들어가면 그 뒤로는 장애등급을 못받는다고 하더라구요... 그래서 할머니를 모시고 수술했던 병원에 가서 장애등급을 받고서 요양병원을 알아볼려고 하는데요 1. 요양병원에 입원할 때 혹은 입원한 후에 장애등급이 있으면 좋은 점이 어떤게 있나요? 혹시 병원비가 좀 싸지는 것도 있나요? 아니면 다른 혜택 같은 건 어떤게 있는지 궁금합니다. 2. 진짜로 요양병원에 한번 입원한 후론 장애등급을 못받나요? 3. 요양등급을 받으면 요양병원에 입원할 때 혹은 입원 한 후에 좋은 점이 있나요?,작성일2022.07.26,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70120&docId=424681126&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문지체장애 신청,어릴저부터 뇌전증으로 인해 지적장애와 발달장애가 있어 걷지를 못 합니다. 그런데도 지체장애 대상은 안된다고 하는데 지체장애 등급을 못 받으니까 휠체어등등 혜택이 전혀 없는데 이게 맞는걸까요?,작성일2022.07.21,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=424316348&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문점자 스티커 만드는 법,"안녕하세요 초 6입니다. 제가 오늘 봉사를 갔다 왔는데 그게 장애인식개선프로그램을 하는 거였더라고요. 그래서 휠체어 타기, 점자 만들기, 한손으로 종이접기, 등등을 했는데 점자에서 쌤이 점자키트를 주셨어요. 그리고 집에서 만들었거든요? 다 썼단 말이에요. 그래서 사려고 봤는데.. 없더라고요 그래서 좀 만드려고 하는데 도와주세요. 뒷면은 종이고 앞면은 투명 스티커에요. ((내공 : 90 이상 ))",작성일2022.07.17,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110811&docId=424042328&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문다발성 경화증,혹시다발겅경화증으로장애등록가능한가요 그리고보행못하고있는대 휠체어 처방가능한가요?,작성일2022.07.16,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=423994099&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문장애인 휠체어 지원,저희 할아버지가 뇌병변장애3급+기초생활수급자신데 수동휠체어 지원받을려는데 어떻게 하나요?,작성일2022.07.15,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=423914585&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문장애인 등록방법문의,"파킨스병에 걸리신 가족분이 계시는데, 장애 등록하는 절차를 알려주세요. 병원에 이동하실때마다 휠체어를 전용 택시에 들어갈수도 있고, 왕복비용도 장애등록이 돼어 있으면 훨씬 저렴한거죠?  그 외 혜택도 알고 싶습니다.",작성일2022.07.13,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=423773193&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문장애인주차 이의신청,이번에 5년만에 지방에 계시는 할머니를 모시고 속초로 여행을 갔다 왔습니다. 할머니가 무릎수술 + 허리 인공관절 수술을 하셔서 걷기가 힘들어 매번 여행때마다 휠체어를 사용했습니다. 그래서 문앞에서 가장 가까운 장애인 주차장에 주차를 했는데 장애인주차 벌금이 날라왔네요.... 저는 장애인 차량 등록을 하지 않은 상황이고 할머니가 장애인 판정 있던걸로 알고 있습니다. Cctv로 흴체어로 이동하는 영상이랑 장애인판정 된걸로 이의 신청 가능할까요?,작성일2022.07.12,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=602060401&docId=423717535&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문허리통증?,얼마전부터 이유없이 갑자기 허리통증이 한번 심하게 주저앉을정도로 오고 한번오면 2-3일은 앉는것도 서잇는것도 힘들정도에요 하리에 힘을 안주면 주저앉고 힘을주면 너무 아프고 .. 처음엔 아예 걷는것도 앉는것도 안돼서 병원가서 피검사 엑스레이 다 해봤지만 이상이없다하는데 휠체어타고 병원진료볼정도로 아팠어요 그렇게 잇다가 몇달 후인 지금 또 그러네요 .. 왜이러는 걸까요 .. 오늘도 그냥 살짝 숙였다가 삐끗? 한것도아닌데 갑자기 통증이 확 오더니 하루종일 아프네요 누워잇는것조차 아파요 ..,작성일2022.07.11,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=423662588&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문타지역장애인이 서울 장애인 바우처택시...,타지역장애인이 서울 장애인 바우처택시 이용 가능할까요? 휠체어는 쓰지 않습니다 이용이된다면 이용방법도 부탁드립니다,작성일2022.07.10,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=423587083&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문아 ㅋㅋ 빵터졌어요,저는 중3이고 저희학교에는 장애인 특수학급이있어요 특수학급에 지적장애1급으로 기저귀를차고 몸도 많이 불편해서 휠체어탄학생이 있는데 우리반이 체육시간에 배구를했는데 어떤애가 공을잘못 던져서 그 기저귀차고 휠체어탄 지적장애1급학생 거시기에 공이 튕겻어요 ㅋㅋㅋㅋ 왜하필 공이 거기로갔죠? ㅋ,작성일2022.07.09,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=61303&docId=423508394&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문다리수술하고 휠체어를 타는데 대학병원...,다리수술하고 휠체어를 타는데 대학병원 통원치료를 다니려면 어떻게 해야하나요 퇴원할땐 집까지 데려다 주나요? 수술한 병원에서 지원해주는 건 없나요? 장애인콜택시는 장애인만 이용할수 있나요?,작성일2022.07.08,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=423421363&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문장애인 택시는,휠체어 이용하는 분들만 이용 가능한가요? 휠체어는 안타지만 다리가 불편한데.. 그냥 궁금해서요..^^;;,작성일2022.07.06,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=423304527&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문지체장애 신발 닳을까?,신발은 원래 걸어서 닳는거잖아요? 그럼 휠체어 타시는 분은 신발이 잘 안 닳을까요? 한 3년도 넘게 신고 그러나?,작성일2022.07.06,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=814&docId=423262766&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문[내공500]세대주분리,"어머니A(72세)는 국민연금과 공무원 유족연금을 받아서 생횔하고 2억원 상당의 아파트가 있다. 어머니A의 총 재산은 2억 8천 만원 정도이다. 아들B(45세)는 뇌출혈로 장애4급 판정을 받았고 걷지 못히고 휠체어를 타야만 이동이 가능하다. 그리고 아들B는 소득과 재산이 없고 차도 없고 집도 없고 요양병원에 장기 입원중이다. 어머니A는 세대주이고 아들B는 세대원이다. 1, 어머니A가 아들B의 부양의무자인가요? 2, 아들B가 다른 것에 전입신고 하여 독립세대주가 되면 어머니의 부양의무는 없어지나요? 2, 아들B가 다른 곳에 전입 신고 하여 독립 세대주가 될 경우 아들B는 기초 생활급자가 될 수 있나요?",작성일2022.07.03,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=601&docId=423073182&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문[내공500]세대주분리,"어머니A(72세)는 국민연금과 공무원 유족연금을 받아서 생횔하고 2억원 상당의 아파트가 있다. 어머니A의 총 재산은 2억 8천 만원 정도이다. 아들B(45세)는 뇌출혈로 장애4급 판정을 받았고 걷지 못히고 휠체어를 타야만 이동이 가능하다. 그리고 아들B는 소득과 재산이 없고 차도 없고 집도 없고 요양병원에 장기 입원중이다. 어머니A는 세대주이고 아들B는 세대원이다. 1, 어머니A가 아들B의 부양의무자인가요? 2, 아들B가 다른 것에 전입신고 하여 독립세대주가 되면 어머니의 부양의무는 없어지나요? 2, 아들B가 다른 곳에 전입 신고 하여 독립 세대주가 될 경우 아들B는 기초 생활급자가 될 수 있나요?",작성일2022.07.03,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=601&docId=423072936&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문일반상해 후유재활자금 보험 문의,"아버지가 뇌출혈이 발병되신지 2년이 다되가는데요.. 자발성뇌출혈이고 가입한 실비보험에서 뇌출혈 진단금도 지급받았습니다. 그리고 아직까지 재활중인데도 상태가 호전이 안되어서 (보행장애, 인지장애,청력,시력) 등등 뇌가 제기능을 못하고 있다는 답변과 뇌에 2차손상까지 왔다는 내용을 최근 대학병원에서 재검진을 통해 들었습니다. 아버지가 가입한 실비보험 특약을 살펴보니 일반상해80%이상후유장해재활자금 일반상해50%이상후유장해재활자금 이 두개의 특약을 들었는데 저정도면 인정될수가있나요? 눈은 이석증 처럼 심하게 안구가 떨리고 뇌에 2차손상과 보행과 거동은 아예 안되십니다. 잠깐 휠체어에서 일어서는정도..3초정도요 .. 그리고 장애인정도 받았습니다.",작성일2022.07.02,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=401030201&docId=422991303&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문이동 불편 대중교통 이용,아버지가 척추수술을 받으셔서 이동을 당분간은 휠체어로 하셔야 하는데 병원을 가야하는 경우에는 택시를 어떻게 타야하나요? 장애인 콜택시는 장애 판정을 받아야 하는것 같은데,작성일2022.06.26,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=422591741&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문아버지가 파킨슨 증후군인데요.,파킨슨 증후군을 앓게 된지 4~5년이 되셨는데요. 자꾸 전동휠체어를 사달라고 하시네요. 손 움직임도 서툴러서 그러는데 파킨슨 증후군도 전동 휠체어를 신청할 수 있나요? 자꾸 남들 하는것 다 해볼려고 하니까 저희가 힘들어 죽겠네요. 잘못 운전해가지고 주변 사람들 다치기래도 하면 어떻게 하는지 걱정도 되고요.,작성일2022.06.24,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70120&docId=422444404&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문동네 쓰렉이 잼민이,아니 집에오면서 충격적이고 어이없는 상황을 목격했어요. 제가 다 무섭네요. 어느 초5~6학년되는 살짝 양아치? 남자애들이 몸이 많이불편한 지체장애인이 탄 휠체어를잡고 뱅글뱅글 돌리고있었어요 그 장애인 보호자도 없는거같았구 그 지체장애인은 지적장애도 같이있어보였어요. ...ㄷㄷ 제가 다 화가나네요.... 어떻게생각하세요?,작성일2022.06.21,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=61303&docId=422221350&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문소변을 자주 보는 것도 장애와 관련이 있나요?,"저는 뇌병변1급 장애가 있는 40대초 남성입니다 저의 장애상태는 언어적인 장애는 없으며 양쪽 손이 불편하여 어릴 때 부터 다리와 발로 생활을 하고있습니다 전동휠체어를 타구요 직업은 장애인스포츠 선수입니다! 제 소개는 여기까지구요 저의 고민은 요 몇년전부터 소변을 자주 봅니다 저는 몸이 불편해서 화장실을 한번 가는것이 힘든데 소변을 너무 자주 봐서 힘드네요;ㅠㅠ 그리고 특이하게 하루를 쉬고, 그 다음날 밖에 나가면 소변이 더 자주 마렵네요;; 저는 담배를 피긴한데 담배는 하루에 반갑이상 안피고 커피도 하루에 한잔 이상 안합니다! 그렇게 너무 힘들어서 얼마전에 어머니와 가까운 비뇨기과를 갔었는데 의사가 저를 보더니 장애를 묻더니 뇌변병 장애 때문에 그걸수 있다고 황당한 말을 했는데........ 이게 정말 근거가 있는 말이 맞나요? 뇌병변이라 함은 뇌속 운동신경이 몸으로 전달이 잘안되어서 근육을 자유롭게 못쓰는것인데..... 의사가 장애로 인해서 신경쪽에 문제가 있어서 그럴수 있다고 했는데 근데 그렇게 따지면 제가 아는 분들은 다 그래야하는데 안그런 사람들이 대부분입니다 그리고 그 의사 태도가 기분이 나빴던게 환자는 나인데 왜 어머니한테만 말을 하고 내가 말할 기회도 안주고는 자기만 중얼중얼 하고는 약만 5일치 지어주고 들어거 버리네요...ㅡ.ㅡ 이게 정말 맞는 말인가요? 뇌병변 장애 때문에 소변을 자주 볼수있다는 것이요?.... 설득력이 있으면 내공 드립니다!",작성일2022.06.21,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70120&docId=422193339&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문우리가 정상인이랬지 장애인들에게  비정상이라곤한적없는데요???,우리는 정상인이지 비장애인이 아니라고한말을 일반사람을 정상인이라고하는것은 장애인들에게 비정상 이라는뜻이되니깐 비장애인이맞다고 하시는분들이있는데 일반사람들이 정상이라고했지 장애인들에게 비정상이라곤 한적없습니다. 그럼 반에서 항상공부1등하는 애한태 선생님이 공부잘한다고 칭찬하면 나머지 학생들은 공부못한다고 욕하는거임? 남자 여자 5명씩 10명이서 소개팅을하는데 3명의남자가 1명의 여자너무예쁘다 마음에든다 반했다고하면 나머지4명의 여자는 못생겼다고 욕하는거임? 아니잔음? 우리같은 일반사람들을 비장애인이라고 표현하는개 장애인에대한 배려가 아니고 우리들은 정상인이맞다고 하는개 왜? 장애인한테 비정상인 이라는뜻이된다는건대요? 우리들이 정상인이랫지 장애인들에게 비정상이라고 한적없습니다. 그럼 20대젊은남자한테 비할아버지 라고하고 날씬한사람한테 비뚱뚱이라고말해주는개 예의겠네요? 그러면 살찐사람을비만이라고하고 평균인사람한태정상 이라는표현안씀? 당뇨 고협압 없는사람한테 정상이라는표 현안써요? 에초에 장애인이라는단어가 앞을못보는사람 못듣는사람 지능낮은사람 휠체어없인 이동못하는 사람들때문에 만들어진단어인데 이세상에 멀쩡한사람들만있엇으면 에초에 장애인이라는 단어자채가 없엇을탠대 우리같은 일반사람들이 왜? 비장애인인데요? 장애인 들이 일반사람하고 같으면 나라에지원왜?받아? 버스비 취업등 지들스스로해결하지?,작성일2022.06.18,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80101&docId=422033835&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문도움반친구가 제 맘을 몰라주는거 같아요,저는 그친구가 쓰는 표현 화법에 대해서 조금 보기가 그렇거든요 왜냐면 자냐고 물으면 그래 잤다 어쩔래?라고 한적도 있고 그래 잤다 어쩔거니?라고 한적도 있어요 물론 친구는 신경질 적으로 쓴게 아니지만 저는 기분이 좋진 않고 조금 화가 나더라고요 그리고 친구가 저를 친구로 생각하는지 잘 모르겠어요.. 서운한게 있어?라고 물으면 없다 그러고 갑자기 저한테 조금 비꼬는듯한 투로 카톡을 보내고 그럽니다. 그렇다보니 저도 솔직히 친구가 이해가 안가구요 저는 지적장애3등급이고 친구는 휠체어 타고 몸이 불편한 친구거든요 그래서 톡으로 이것좀 고쳤으면 좋겠어..라고도 보내 봤는데 자꾸 제가 하는 말을 못알아 들어요 어떻게 해야할지..,작성일2022.06.17,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=61303&docId=421927775&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문[내공100]장애인 휠체어 구입,"1, 장애등급 4급 받고 나서 의사와 진료후 보장구 처방전을 받아서 이 처방전을 제출하고 자비로 휠체어를 구입한 경우 나중에 환급 받을 때 필요한 서류가 의사 보장구처방전하고 휠체어 구입한 영수증인가요? 이렇게 구입한 경우 환급받을 때까지 시간이 얼마나 걸리나요? 2, 환급받으려면 의사보장구 처방전하고 휠체어 구입한 영수증을 누구한테 제출해야 하나요?",작성일2022.06.15,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=421774024&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문[내공100]휠체어,"1, 아버지가 뇌경색으로 쓰러지셔서 장애4급이 나왔습니다. 휠체어를 구입해야하는 하는데 유명한 브랜드들의 가격이 얼마 인가요? 2, 휠체어는 보장구인가요? 3, 휠체어 구입시 자기 돈으로 먼저 계산을 하고 나중에 환급을 받나요? 구매 후 환급받을 때까지 얼마나 걸리나요? 4, 휠체어 구입시 장애인 등록된 경우 환급을 받을 수 있나요? 제품가격의 몇 %까지 환급을 받을 수 있나요? 5, 휠체어 구입시 장애인 등록된 경우 환급을 받으려면 어떤 서류들이 필요한가요?",작성일2022.06.14,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70120&docId=421701048&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2022,2022.01.01. ~ 2022.12.31.,질문[내공100]전동휠체어,"1, 아버지가 뇌경색으로 쓰러지셔서 장애4급이 나왔습니다. 전동휠체어를 구입해야하는 하는데 유명한 브랜드들의 가격이 얼마 인가요? 2, 전동휠체어는 보장구인가요? 3, 전동휠체어 구입시 자기 돈으로 먼저 계산을 하고 나중에 환급을 받나요? 구매 후 환급받을 때까지 얼마나 걸리나요? 4, 전동휠체어 구입시 장애인 등록된 경우 환급을 받을 수 있나요? 제품가격의 몇 %까지 환급을 받을 수 있나요? 5, 전동휠체어 구입시 장애인 등록된 경우 환급을 받으려면 어떤 서류들이 필요한가요?",작성일2022.06.14,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70120&docId=421700954&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
